KO ID	Name	Definition	Gene Count
KO:K02124	ATPVK, ntpK, atpK	V/A-type H+-transporting ATPase subunit K	14
KO:K02128	ATPeF0C, ATP5G, ATP9	F-type H+-transporting ATPase subunit c	1
KO:K02132	ATPeF1A, ATP5A1, ATP1	F-type H+-transporting ATPase subunit alpha	12
KO:K02133	ATPeF1B, ATP5B, ATP2	F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	23
KO:K02137	ATPeF0O, ATP5O, ATP5	F-type H+-transporting ATPase subunit O	2
KO:K02145	ATPeV1A, ATP6A	V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	20
KO:K02147	ATPeV1B, ATP6B	V-type H+-transporting ATPase subunit B	20
KO:K02149	ATPeV1D, ATP6M	V-type H+-transporting ATPase subunit D	6
KO:K02160	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	10
KO:K02168	betT, betS	choline/glycine/proline betaine transport protein	1
KO:K02169	bioC	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	16
KO:K02172	blaR1	bla regulator protein blaR1	1
KO:K02188	cbiD	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	16
KO:K02189	cbiG	cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	10
KO:K02190	cbiK	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	13
KO:K02191	cbiT	cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	4
KO:K02198	ccmF	cytochrome c-type biogenesis protein CcmF	5
KO:K02199	ccmG, dsbE	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	1
KO:K02203	thrH	phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	3
KO:K02217	ftnA, ftn	ferritin [EC:1.16.3.1]	18
KO:K02224	cobB-cbiA	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	22
KO:K02226	cobC2, cobC, phpB	alpha-ribazole phosphatase [EC:3.1.3.73]	14
KO:K02227	cbiB, cobD	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	16
KO:K02230	cobN	cobaltochelatase CobN [EC:6.6.1.2]	16
KO:K02231	cobP, cobU	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	13
KO:K02232	E6.3.5.10, cobQ, cbiP	adenosylcobyric acid synthase [EC:6.3.5.10]	22
KO:K02233	E2.7.8.26, cobS, cobV	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	17
KO:K02237	comEA	competence protein ComEA	12
KO:K02238	comEC	competence protein ComEC	43
KO:K02242	comFC	competence protein ComFC	1
KO:K02279	cpaB, rcpC	pilus assembly protein CpaB	7
KO:K02283	cpaF, tadA	pilus assembly protein CpaF	22
KO:K02291	crtB	phytoene synthase [EC:2.5.1.32]	1
KO:K02302	cysG	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	3
KO:K02303	cobA	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	1
KO:K02304	MET8	precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	7
KO:K02313	dnaA	chromosomal replication initiator protein	36
KO:K02314	dnaB	replicative DNA helicase [EC:3.6.4.12]	65
KO:K02315	dnaC	DNA replication protein DnaC	23
KO:K02316	dnaG	DNA primase [EC:2.7.7.-]	51
KO:K02318	COASY	phosphopantetheine adenylyltransferase / dephospho-CoA kinase [EC:2.7.7.3 2.7.1.24]	1
KO:K02334	dpo	DNA polymerase bacteriophage-type [EC:2.7.7.7]	19
KO:K02335	DPO1, polA	DNA polymerase I [EC:2.7.7.7]	75
KO:K02337	DPO3A1, dnaE	DNA polymerase III subunit alpha [EC:2.7.7.7]	101
KO:K02338	DPO3B, dnaN	DNA polymerase III subunit beta [EC:2.7.7.7]	37
KO:K02340	DPO3D1, holA	DNA polymerase III subunit delta [EC:2.7.7.7]	25
KO:K02341	DPO3D2, holB	DNA polymerase III subunit delta' [EC:2.7.7.7]	29
KO:K02342	DPO3E, dnaQ	DNA polymerase III subunit epsilon [EC:2.7.7.7]	33
KO:K02343	DPO3G, dnaX	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	42
KO:K02346	DPO4, dinB	DNA polymerase IV [EC:2.7.7.7]	44
KO:K02348	elaA	ElaA protein	2
KO:K02349	POLQ	DNA polymerase theta [EC:2.7.7.7]	1
KO:K02355	fusA, GFM, EFG	elongation factor G	115
KO:K02356	efp	elongation factor P	24
KO:K02357	tsf, TSFM	elongation factor Ts	31
KO:K02358	tuf, TUFM	elongation factor Tu	35
KO:K02361	entC	isochorismate synthase [EC:5.4.4.2]	8
KO:K02371	fabK	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.-]	27
KO:K02372	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	16
KO:K02377	TSTA3, fcl	GDP-L-fucose synthase [EC:1.1.1.271]	33
KO:K02385	flbD	flagellar protein FlbD	1
KO:K02387	flgB	flagellar basal-body rod protein FlgB	2
KO:K02388	flgC	flagellar basal-body rod protein FlgC	2
KO:K02389	flgD	flagellar basal-body rod modification protein FlgD	2
KO:K02390	flgE	flagellar hook protein FlgE	2
KO:K02392	flgG	flagellar basal-body rod protein FlgG	6
KO:K02395	flgJ	flagellar protein FlgJ	6
KO:K02396	flgK	flagellar hook-associated protein 1 FlgK	12
KO:K02397	flgL	flagellar hook-associated protein 3 FlgL	3
KO:K02398	flgM	negative regulator of flagellin synthesis FlgM	2
KO:K02400	flhA	flagellar biosynthesis protein FlhA	4
KO:K02401	flhB	flagellar biosynthetic protein FlhB	2
KO:K02404	flhF	flagellar biosynthesis protein FlhF	2
KO:K02405	fliA	RNA polymerase sigma factor for flagellar operon FliA	6
KO:K02406	fliC	flagellin	9
KO:K02407	fliD	flagellar hook-associated protein 2	8
KO:K02408	fliE	flagellar hook-basal body complex protein FliE	2
KO:K02409	fliF	flagellar M-ring protein FliF	4
KO:K02410	fliG	flagellar motor switch protein FliG	3
KO:K02411	fliH	flagellar assembly protein FliH	2
KO:K02412	fliI	flagellum-specific ATP synthase [EC:3.6.3.14]	5
KO:K02413	fliJ	flagellar FliJ protein	3
KO:K02414	fliK	flagellar hook-length control protein FliK	2
KO:K02416	fliM	flagellar motor switch protein FliM	5
KO:K02417	fliNY, fliN	flagellar motor switch protein FliN/FliY	6
KO:K02418	fliOZ, fliO	flagellar protein FliO/FliZ	3
KO:K02419	fliP	flagellar biosynthetic protein FliP	2
KO:K02420	fliQ	flagellar biosynthetic protein FliQ	2
KO:K02421	fliR	flagellar biosynthetic protein FliR	2
KO:K02422	fliS	flagellar protein FliS	3
KO:K02424	fliY	cystine transport system substrate-binding protein	5
KO:K02426	sufE	cysteine desulfuration protein SufE	9
KO:K02427	rlmE, rrmJ, ftsJ	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	1
KO:K02428	rdgB	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	20
KO:K02429	fucP	MFS transporter, FHS family, L-fucose permease	49
KO:K02431	fucU	L-fucose mutarotase [EC:5.1.3.-]	4
KO:K02433	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	11
KO:K02434	gatB, PET112	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	7
KO:K02435	gatC, GATC	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	9
KO:K02437	gcvH, GCSH	glycine cleavage system H protein	10
KO:K02438	treX, glgX	glycogen operon protein [EC:3.2.1.-]	7
KO:K02439	glpE	thiosulfate sulfurtransferase [EC:2.8.1.1]	1
KO:K02440	GLPF	glycerol uptake facilitator protein	2
KO:K02441	glpG	GlpG protein	1
KO:K02443	glpP	glycerol uptake operon antiterminator	5
KO:K02445	glpT	MFS transporter, OPA family, glycerol-3-phosphate transporter	36
KO:K02446	glpX	fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
KO:K02450	gspA	general secretion pathway protein A	1
KO:K02453	gspD	general secretion pathway protein D	3
KO:K02454	gspE	general secretion pathway protein E	11
KO:K02455	gspF	general secretion pathway protein F	4
KO:K02456	gspG	general secretion pathway protein G	2
KO:K02464	gspO	general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	1
KO:K02467	gutQ	GutQ protein	2
KO:K02468	srlR, gutR	DeoR family transcriptional regulator, glucitol operon repressor	4
KO:K02469	gyrA	DNA gyrase subunit A [EC:5.99.1.3]	98
KO:K02470	gyrB	DNA gyrase subunit B [EC:5.99.1.3]	105
KO:K02471	yddA	putative ATP-binding cassette transporter	1
KO:K02472	wecC	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	12
KO:K02473	E5.1.3.7, wbpP	UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]	1
KO:K02474	wbpO	UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]	12
KO:K02477	K02477	two-component system, LytT family, response regulator	35
KO:K02478	K02478	two-component system, LytT family, sensor kinase [EC:2.7.13.3]	6
KO:K02479	K02479	two-component system, NarL family, response regulator	1
KO:K02481	K02481	two-component system, NtrC family, response regulator	35
KO:K02482	K02482	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	1
KO:K02483	K02483	two-component system, OmpR family, response regulator	30
KO:K02484	K02484	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	42
KO:K02485	rssB, hnr	two-component system, unclassified family, response regulator	1
KO:K02488	pleD	two-component system, cell cycle response regulator	7
KO:K02492	hemA	glutamyl-tRNA reductase [EC:1.2.1.70]	6
KO:K02493	hemK, prmC	release factor glutamine methyltransferase [EC:2.1.1.-]	28
KO:K02495	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]	54
KO:K02499	yabN	tetrapyrrole methylase family protein / MazG family protein	14
KO:K02500	hisF	cyclase [EC:4.1.3.-]	23
KO:K02501	hisH	glutamine amidotransferase [EC:2.4.2.-]	21
KO:K02502	hisZ	ATP phosphoribosyltransferase regulatory subunit	10
KO:K02503	HINT1, hinT, hit	histidine triad (HIT) family protein	25
KO:K02508	hpaA	AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein	2
KO:K02517	htrB	lipid A biosynthesis lauroyl acyltransferase [EC:2.3.1.-]	20
KO:K02518	infA	translation initiation factor IF-1	18
KO:K02519	infB, MTIF2	translation initiation factor IF-2	61
KO:K02520	infC, MTIF3	translation initiation factor IF-3	24
KO:K02521	ilvY	LysR family transcriptional regulator, positive regulator for ilvC	1
KO:K02523	ispB	octaprenyl-diphosphate synthase [EC:2.5.1.90]	20
KO:K02525	kdgR	LacI family transcriptional regulator, kdg operon repressor	2
KO:K02527	kdtA, waaA	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	19
KO:K02528	ksgA	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	32
KO:K02529	lacI, galR	LacI family transcriptional regulator	122
KO:K02530	lacR	DeoR family transcriptional regulator, lactose phosphotransferase system repressor	1
KO:K02532	lacY	MFS transporter, OHS family, lactose permease	1
KO:K02535	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	18
KO:K02536	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	13
KO:K02547	mecR1	methicillin resistance protein	1
KO:K02548	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]	13
KO:K02549	menC	O-succinylbenzoate synthase [EC:4.2.1.113]	2
KO:K02551	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	23
KO:K02552	menF	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	6
KO:K02556	motA	chemotaxis protein MotA	3
KO:K02557	motB	chemotaxis protein MotB	10
KO:K02558	mpl	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.-]	1
KO:K02563	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	31
KO:K02564	nagB, GNPDA	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	46
KO:K02565	nagC	N-acetylglucosamine repressor	2
KO:K02566	nagD	NagD protein	8
KO:K02573	napG	ferredoxin-type protein NapG	1
KO:K02574	napH	ferredoxin-type protein NapH	1
KO:K02584	nifA	Nif-specific regulatory protein	2
KO:K02586	nifD	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	1
KO:K02588	nifH	nitrogenase iron protein NifH [EC:1.18.6.1]	5
KO:K02594	nifV	homocitrate synthase NifV [EC:2.3.3.14]	1
KO:K02600	nusA	N utilization substance protein A	49
KO:K02601	nusG	transcriptional antiterminator NusG	26
KO:K02614	paaI	acyl-CoA thioesterase [EC:3.1.2.-]	9
KO:K02619	pabC	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	7
KO:K02621	parC	topoisomerase IV subunit A [EC:5.99.1.-]	39
KO:K02622	parE	topoisomerase IV subunit B [EC:5.99.1.-]	36
KO:K02647	cdaR	carbohydrate diacid regulator	16
KO:K02650	pilA	type IV pilus assembly protein PilA	3
KO:K02651	flp, pilA	pilus assembly protein Flp/PilA	5
KO:K02652	pilB	type IV pilus assembly protein PilB	16
KO:K02653	pilC	type IV pilus assembly protein PilC	12
KO:K02654	pilD, pppA	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	11
KO:K02655	pilE	type IV pilus assembly protein PilE	1
KO:K02660	pilJ	twitching motility protein PilJ	1
KO:K02662	pilM	type IV pilus assembly protein PilM	5
KO:K02667	pilR	two-component system, NtrC family, response regulator PilR	16
KO:K02669	pilT	twitching motility protein PilT	11
KO:K02687	prmA	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	28
KO:K02688	prpR	transcriptional regulator, propionate catabolism operon regulatory protein	1
KO:K02744	PTS-Aga-EIIA, agaF	PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.69]	1
KO:K02745	PTS-Aga-EIIB, agaV	PTS system, N-acetylgalactosamine-specific IIB component [EC:2.7.1.69]	1
KO:K02746	PTS-Aga-EIIC, agaW	PTS system, N-acetylgalactosamine-specific IIC component	1
KO:K02747	PTS-Aga-EIID, agaE	PTS system, N-acetylgalactosamine-specific IID component	1
KO:K02757	PTS-Bgl-EIIC, bglF	PTS system, beta-glucosides-specific IIC component	26
KO:K02759	PTS-Cel-EIIA, celC	PTS system, cellobiose-specific IIA component [EC:2.7.1.69]	1
KO:K02760	PTS-Cel-EIIB, celA	PTS system, cellobiose-specific IIB component [EC:2.7.1.69]	1
KO:K02761	PTS-Cel-EIIC, celB	PTS system, cellobiose-specific IIC component	2
KO:K02765	PTS-Dgl-EIIC, gamP	PTS system, D-glucosamine-specific IIC component	8
KO:K02770	PTS-Fru-EIIC, fruA	PTS system, fructose-specific IIC component	19
KO:K02775	PTS-Gat-EIIC, gatC	PTS system, galactitol-specific IIC component	9
KO:K02777	PTS-Glc-EIIA, crr	PTS system, glucose-specific IIA component [EC:2.7.1.69]	5
KO:K02779	PTS-Glc-EIIC, ptsG	PTS system, glucose-specific IIC component	3
KO:K02784	PTS-HPR.PTSH, ptsH	phosphocarrier protein HPr	12
KO:K02791	PTS-Mal-EIIC, malX	PTS system, maltose and glucose-specific IIC component	8
KO:K02794	PTS-Man-EIIB, manX	PTS system, mannose-specific IIB component [EC:2.7.1.69]	1
KO:K02795	PTS-Man-EIIC, manY	PTS system, mannose-specific IIC component	1
KO:K02800	PTS-Mtl-EIIC, mtlA	PTS system, mannitol-specific IIC component	1
KO:K02804	PTS-Nag-EIIC, nagE	PTS system, N-acetylglucosamine-specific IIC component	15
KO:K02805	rffA, wecE	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	6
KO:K02810	PTS-Scr-EIIC, scrA	PTS system, sucrose-specific IIC component	7
KO:K02819	PTS-Tre-EIIC, treB	PTS system, trehalose-specific IIC component	2
KO:K02822	PTS-Ula-EIIB, ulaB, sgaB	PTS system, ascorbate-specific IIB component [EC:2.7.1.69]	1
KO:K02823	pyrDII	dihydroorotate dehydrogenase electron transfer subunit	29
KO:K02824	pyrP, uraA	uracil permease	35
KO:K02825	pyrR	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	2
KO:K02834	rbfA	ribosome-binding factor A	26
KO:K02835	prfA, MTRF1, MRF1	peptide chain release factor 1	47
KO:K02836	prfB	peptide chain release factor 2	43
KO:K02837	prfC	peptide chain release factor 3	44
KO:K02838	frr, MRRF, RRF	ribosome recycling factor	31
KO:K02839	prfH	peptide chain release factor	2
KO:K02841	waaC, rfaC	heptosyltransferase I [EC:2.4.-.-]	3
KO:K02843	waaF, rfaF	heptosyltransferase II [EC:2.4.-.-]	10
KO:K02844	waaG, rfaG	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1
KO:K02849	waaQ, rfaQ	heptosyltransferase III [EC:2.4.-.-]	1
KO:K02851	wecA, tagO, rfe	UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33]	6
KO:K02852	rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase [EC:2.4.1.-]	7
KO:K02854	rhaR	AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR	1
KO:K02855	rhaS	AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS	4
KO:K02856	K02856, rhaT	L-rhamnose-H+ transport protein	11
KO:K02858	ribB, RIB3	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	2
KO:K02860	rimM	16S rRNA processing protein RimM	23
KO:K02863	RP-L1, MRPL1, rplA	large subunit ribosomal protein L1	30
KO:K02864	RP-L10, MRPL10, rplJ	large subunit ribosomal protein L10	23
KO:K02867	RP-L11, MRPL11, rplK	large subunit ribosomal protein L11	23
KO:K02871	RP-L13, MRPL13, rplM	large subunit ribosomal protein L13	20
KO:K02874	RP-L14, MRPL14, rplN	large subunit ribosomal protein L14	18
KO:K02876	RP-L15, MRPL15, rplO	large subunit ribosomal protein L15	25
KO:K02878	RP-L16, MRPL16, rplP	large subunit ribosomal protein L16	25
KO:K02879	RP-L17, MRPL17, rplQ	large subunit ribosomal protein L17	23
KO:K02881	RP-L18, MRPL18, rplR	large subunit ribosomal protein L18	21
KO:K02884	RP-L19, MRPL19, rplS	large subunit ribosomal protein L19	19
KO:K02886	RP-L2, MRPL2, rplB	large subunit ribosomal protein L2	27
KO:K02887	RP-L20, MRPL20, rplT	large subunit ribosomal protein L20	17
KO:K02888	RP-L21, MRPL21, rplU	large subunit ribosomal protein L21	17
KO:K02890	RP-L22, MRPL22, rplV	large subunit ribosomal protein L22	19
KO:K02892	RP-L23, MRPL23, rplW	large subunit ribosomal protein L23	23
KO:K02895	RP-L24, MRPL24, rplX	large subunit ribosomal protein L24	21
KO:K02897	RP-L25, rplY	large subunit ribosomal protein L25	11
KO:K02899	RP-L27, MRPL27, rpmA	large subunit ribosomal protein L27	16
KO:K02902	RP-L28, MRPL28, rpmB	large subunit ribosomal protein L28	5
KO:K02904	RP-L29, rpmC	large subunit ribosomal protein L29	17
KO:K02906	RP-L3, MRPL3, rplC	large subunit ribosomal protein L3	23
KO:K02907	RP-L30, MRPL30, rpmD	large subunit ribosomal protein L30	16
KO:K02909	RP-L31, rpmE	large subunit ribosomal protein L31	17
KO:K02911	RP-L32, MRPL32, rpmF	large subunit ribosomal protein L32	7
KO:K02913	RP-L33, MRPL33, rpmG	large subunit ribosomal protein L33	8
KO:K02914	RP-L34, MRPL34, rpmH	large subunit ribosomal protein L34	8
KO:K02916	RP-L35, MRPL35, rpmI	large subunit ribosomal protein L35	16
KO:K02919	RP-L36, MRPL36, rpmJ	large subunit ribosomal protein L36	3
KO:K02926	RP-L4, MRPL4, rplD	large subunit ribosomal protein L4	24
KO:K02931	RP-L5, MRPL5, rplE	large subunit ribosomal protein L5	32
KO:K02933	RP-L6, MRPL6, rplF	large subunit ribosomal protein L6	23
KO:K02935	RP-L7, MRPL12, rplL	large subunit ribosomal protein L7/L12	16
KO:K02939	RP-L9, MRPL9, rplI	large subunit ribosomal protein L9	21
KO:K02945	RP-S1, rpsA	small subunit ribosomal protein S1	41
KO:K02946	RP-S10, MRPS10, rpsJ	small subunit ribosomal protein S10	22
KO:K02948	RP-S11, MRPS11, rpsK	small subunit ribosomal protein S11	18
KO:K02950	RP-S12, MRPS12, rpsL	small subunit ribosomal protein S12	17
KO:K02952	RP-S13, rpsM	small subunit ribosomal protein S13	22
KO:K02954	RP-S14, MRPS14, rpsN	small subunit ribosomal protein S14	11
KO:K02956	RP-S15, MRPS15, rpsO	small subunit ribosomal protein S15	20
KO:K02959	RP-S16, MRPS16, rpsP	small subunit ribosomal protein S16	21
KO:K02961	RP-S17, MRPS17, rpsQ	small subunit ribosomal protein S17	18
KO:K02963	RP-S18, MRPS18, rpsR	small subunit ribosomal protein S18	15
KO:K02965	RP-S19, rpsS	small subunit ribosomal protein S19	17
KO:K02967	RP-S2, MRPS2, rpsB	small subunit ribosomal protein S2	23
KO:K02968	RP-S20, rpsT	small subunit ribosomal protein S20	18
KO:K02970	RP-S21, MRPS21, rpsU	small subunit ribosomal protein S21	15
KO:K02982	RP-S3, rpsC	small subunit ribosomal protein S3	24
KO:K02986	RP-S4, rpsD	small subunit ribosomal protein S4	22
KO:K02988	RP-S5, MRPS5, rpsE	small subunit ribosomal protein S5	28
KO:K02990	RP-S6, MRPS6, rpsF	small subunit ribosomal protein S6	17
KO:K02992	RP-S7, MRPS7, rpsG	small subunit ribosomal protein S7	24
KO:K02994	RP-S8, rpsH	small subunit ribosomal protein S8	21
KO:K02996	RP-S9, MRPS9, rpsI	small subunit ribosomal protein S9	17
KO:K03040	rpoA	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	33
KO:K03043	rpoB	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	99
KO:K03046	rpoC	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	116
KO:K03060	rpoZ	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	8
KO:K03070	secA	preprotein translocase subunit SecA	106
KO:K03072	secD	preprotein translocase subunit SecD	19
KO:K03073	secE	preprotein translocase subunit SecE	14
KO:K03074	secF	preprotein translocase subunit SecF	19
KO:K03075	secG	preprotein translocase subunit SecG	19
KO:K03076	secY	preprotein translocase subunit SecY	40
KO:K03077	ulaF, sgaE	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	12
KO:K03080	sgbE	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	1
KO:K03086	SIG1, rpoD	RNA polymerase primary sigma factor	49
KO:K03087	SIG2, rpoS	RNA polymerase nonessential primary-like sigma factor	6
KO:K03088	SIG3.2, rpoE	RNA polymerase sigma-70 factor, ECF subfamily	318
KO:K03089	SIG3.3.1, rpoH	RNA polymerase sigma-32 factor	1
KO:K03090	SIG3.3.2, sigB	RNA polymerase sigma-B factor	2
KO:K03091	SIG3.4	RNA polymerase sporulation-specific sigma factor	74
KO:K03092	SIG54, rpoN	RNA polymerase sigma-54 factor	20
KO:K03098	APOD	apolipoprotein D and lipocalin family protein	4
KO:K03100	lepB	signal peptidase I [EC:3.4.21.89]	70
KO:K03101	lspA	signal peptidase II [EC:3.4.23.36]	23
KO:K03106	SRP54, ffh	signal recognition particle subunit SRP54	45
KO:K03110	ftsY	fused signal recognition particle receptor	31
KO:K03111	ssb	single-strand DNA-binding protein	57
KO:K03113	EIF1, SUI1	translation initiation factor 1	9
KO:K03116	tatA	sec-independent protein translocase protein TatA	11
KO:K03118	tatC	sec-independent protein translocase protein TatC	14
KO:K03146	THI4, THI1	thiamine thiazole synthase	3
KO:K03147	thiC	phosphomethylpyrimidine synthase [EC:4.1.99.17]	18
KO:K03149	thiG	thiazole synthase [EC:2.8.1.10]	6
KO:K03150	thiH	2-iminoacetate synthase [EC:4.1.99.19]	30
KO:K03151	thiI	thiamine biosynthesis protein ThiI	21
KO:K03152	thiJ	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis	22
